credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score
0,3999.637876,4160.670955,66346.33391,7,683
3,5881.488571,15071.99012,75723.62745,4,690
5,3280.272295,18732.54767,67417.22083,3,563
0,5085.757301,10407.64028,100196.7763,4,646
5,3476.48736,18323.43662,55574.80207,4,607
1,6373.146776,7307.85478,81960.43648,5,628
0,3815.707861,1103.221727,77310.86691,4,648
0,4383.753338,4859.456962,70042.3368,7,666
1,4353.13896,9889.592673,78828.72349,6,655
0,5832.434914,8568.024237,96978.98742,4,680
1,1066.10178,3073.941091,26530.67601,7,615
0,3405.332542,2134.631331,54393.40609,4,593
2,4047.072273,9771.694378,60945.41788,3,615
2,5030.062163,12169.53125,76599.67271,5,687
0,5953.864559,7690.464471,114999.545,2,563
1,2391.114661,4897.205067,60326.33021,6,622
1,3459.514066,10784.40137,96452.88582,5,691
2,6370.938297,17663.28964,116174.5985,5,722
0,3966.069174,1655.512036,63995.26829,4,678
4,4323.117154,15718.5536,73461.07992,4,618
4,3543.687578,13855.78599,73367.96314,6,508
5,5143.597478,29144.52611,101067.9726,4,672
0,2086.797467,1722.842994,33398.6724,4,657
1,4611.914093,7432.22756,78866.71081,7,555
0,4523.547269,3208.074197,68135.5937,4,633
2,3355.451157,7972.81563,66864.92149,9,722
1,4919.171385,8299.042356,75203.2695,5,644
0,2623.886503,4341.133671,51578.83216,3,505
2,5083.7252,15169.81519,95869.45298,3,609
0,5611.778149,3707.77147,75807.68965,3,634
3,3611.269027,16542.11576,90999.81509,5,587
1,2117.037916,5145.084973,46403.2276,6,643
0,3749.271119,4804.847247,80476.84117,6,659
4,2157.722248,9427.961238,37828.68024,3,555
0,3443.743793,4275.890052,57668.31208,2,539
4,5696.701724,17020.33139,74774.45724,2,510
0,2949.610003,3440.62155,50162.04021,6,603
0,3672.985889,1278.844877,52399.01135,4,717
2,4146.924115,11271.76201,77512.02362,5,659
0,5566.074523,778.5123148,77851.23148,6,592
0,1916.079818,493.5361514,48242.93386,4,680
3,2653.648082,8776.687841,47112.84383,3,683
0,7547.737524,4873.163196,108740.9164,4,565
0,4306.326073,5133.916672,69532.73227,2,585
1,5352.814411,6889.040994,90662.16381,5,670
2,4337.953601,10253.63089,85758.64944,10,709
2,4800.014927,9767.911043,79451.65921,5,669
0,5641.901648,8403.845371,88475.87108,2,771
0,3631.656254,2365.971082,48311.87745,6,794
1,4110.655287,7431.429163,67794.97728,5,720
2,2937.878102,5093.558864,57894.37634,8,724
1,3132.941318,6238.288724,60738.98392,5,579
2,6462.000876,13846.85932,93781.58831,5,684
0,4848.000386,6017.346742,71244.04056,3,626
0,6935.374223,6869.651496,85766.38099,5,665
0,4180.606202,5003.899639,71683.14544,6,607
0,2985.519058,588.6339517,58863.39517,3,608
1,3039.672139,6181.006259,54814.07892,6,624
0,4247.262415,5296.831094,76547.88432,5,577
1,6247.089269,13370.23392,93410.06926,6,684
1,1632.255687,2263.631216,23042.31012,4,725
0,3178.989121,3540.556625,43781.92224,4,683
2,2785.562364,6000.632244,47328.74131,5,634
2,5037.642689,12092.02406,81392.97818,4,668
0,4891.431559,5226.129781,74444.09618,2,624
1,2646.191534,7099.67484,59122.08331,6,670
1,5008.329247,7264.391301,88634.61764,6,646
4,4604.211758,18276.90247,79921.19236,8,665
1,5649.915507,6603.411716,69408.2619,6,604
0,4211.53484,3763.762335,72151.35326,6,558
0,3453.797249,5458.093385,63108.58792,2,617
1,3005.452644,6156.158512,52239.04198,5,710
5,3954.072178,16442.13916,64695.75534,6,577
0,4742.798051,5003.561943,77675.93615,4,646
0,6236.319272,4925.343949,106395.9988,5,697
3,5527.944216,14795.18286,78210.76357,4,668
0,2320.759509,5347.690883,54374.94087,5,655
0,3559.921608,2190.095058,74575.14333,5,670
5,7616.802627,28037.34595,101352.2211,1,618
0,6040.748524,7071.490895,76740.82282,3,584
3,6036.847356,15613.27431,101065.8075,5,612
0,2851.449157,6747.712725,70105.83831,2,664
0,4329.293955,7982.662873,91271.38004,2,644
5,5062.958927,24607.28806,86530.65712,4,595
0,3904.815131,3506.404442,66068.98094,4,696
2,6581.765984,9023.14783,84959.97714,8,711
0,3319.563458,500.9103094,50091.03094,5,798
0,4017.968269,3659.5374,78326.56105,5,669
0,5847.060937,4259.657958,99027.86196,3,677
4,1750.854887,7792.681291,37608.07056,4,657
0,3405.019855,3746.687529,61244.02918,3,623
0,5626.281807,5518.457975,99319.91881,4,634
1,4984.146258,10783.83857,93792.58693,5,582
1,3175.06035,6624.527608,54620.12426,5,718
1,4229.856722,8465.017399,74090.83242,5,570
0,5515.595787,6626.801424,77894.73969,4,666
1,4883.066511,10482.81103,99450.41704,5,688
0,7733.260446,7482.534214,112927.0994,5,592
5,2761.211689,14467.01803,52818.65598,3,611
2,3746.661062,10541.46215,73473.0002,8,668
5,2628.467516,21765.23618,74720.82866,4,507
5,6034.801727,24343.61112,88787.26103,6,632
2,3049.062945,9757.629862,74283.88911,8,654
1,4190.392111,7619.35853,76200.96491,6,713
0,5200.304674,5665.788005,91066.21393,6,675
1,3451.976421,7687.132584,66047.63444,5,683
0,4579.58965,6274.994383,91184.19948,5,647
3,3701.295491,9382.65249,52433.15968,4,668
5,4252.76052,21248.17432,77397.40207,4,723
0,5632.121803,9171.725255,89994.66801,4,657
0,6296.861054,2949.176186,127533.8161,4,586
5,2901.100047,15569.17201,53875.40172,3,604
2,2625.78886,5535.183517,56907.26033,7,643
5,6177.609593,26953.16132,105511.2499,4,647
0,5403.527838,950.8714949,95087.14949,8,582
0,5117.118539,8156.461092,87798.85766,4,615
0,2130.744776,2260.426609,40854.25593,3,669
3,2777.451015,13178.55979,67823.15708,5,647
1,4694.803137,4868.535189,77685.717,7,654
0,3051.678625,2351.072149,45920.97704,5,699
0,4742.277284,3436.292688,96081.2488,5,655
0,2737.924048,2766.79461,63776.3564,5,667
0,701.5651435,1194.161485,16171.51381,4,602
0,3106.275599,4849.833099,55007.41923,4,611
0,5558.306987,6923.075131,94159.07839,5,693
1,2357.027754,6625.482856,54591.80613,6,725
0,5752.468127,5273.843339,87018.61283,3,575
1,6476.842851,10263.80283,93961.87566,6,734
0,6715.581206,3209.195208,104196.8362,2,618
5,4603.9844,24697.86759,85076.28614,5,573
4,5070.668196,17447.55315,77753.87173,4,623
5,4924.18635,19222.27301,68772.97856,2,644
0,4692.70088,4942.873783,86683.24764,3,658
3,6126.363508,15300.20191,78747.96457,3,607
2,2457.500729,6799.566783,47926.69485,6,779
1,3292.036569,6334.850028,71256.02985,8,640
0,5319.431652,2457.148864,97679.63607,7,716
4,941.5106456,8122.781642,34944.95357,4,628
5,2555.95912,14254.51056,54949.7268,5,527
3,3592.238311,10981.40889,66512.99154,7,678
1,4094.123,7511.004943,73488.89504,6,591
1,5119.231039,10090.00557,88311.36317,5,634
1,5252.919217,6399.345756,86445.39722,7,668
1,6144.153299,8927.580654,77259.17476,3,577
1,3789.237701,4798.418315,50548.47778,5,645
1,2507.918264,5173.189524,54853.78472,7,622
5,5062.862919,19045.90792,67126.48516,3,604
0,2655.49252,2216.929324,35537.86917,2,629
1,4696.969743,7179.610269,67799.3713,5,636
0,5420.530788,7081.865049,72747.23726,3,683
2,2459.147764,10748.62094,85885.45974,8,638
3,2962.449352,13193.97543,75331.06767,8,722
0,6001.644216,1775.810753,77526.99009,2,588
0,5310.172071,4400.741915,73708.56627,4,662
0,3128.878024,542.8582352,54285.82352,4,709
1,3669.459578,8333.781239,88439.3178,7,655
1,3409.570138,5689.148898,59850.07842,7,671
3,3354.216381,9945.600446,48933.36646,5,621
5,4309.813022,17320.32663,72399.33621,5,590
1,2481.74153,5350.034409,54087.20915,6,620
0,5037.917278,5135.066064,84176.78222,5,724
1,3192.885915,8889.676749,77066.94195,5,663
0,3144.366712,1743.9518,54596.80584,2,633
0,2810.51433,2861.9268,41729.75557,5,712
0,2385.729817,3884.198742,40419.82487,3,575
0,1084.751071,1413.756678,20007.84961,3,673
0,7348.828864,4682.229718,90617.3292,3,681
5,5040.404863,23395.04103,84770.5444,4,566
4,4333.839005,13402.2945,55821.05876,2,642
3,4694.569731,13184.07716,73819.69242,4,616
4,4250.229531,11937.99899,61705.29339,8,650
5,4867.45916,20879.86147,70260.91962,2,609
1,2653.087888,5806.648294,48250.98689,7,609
4,7662.449084,24388.68106,107335.7509,5,666
1,2828.671048,5807.194729,82913.49283,7,700
0,4429.685304,5155.507117,68237.48566,4,673
1,3500.838904,2860.209762,52883.03423,8,772
3,6093.927639,18524.19058,96969.73608,4,611
0,3689.903588,4145.849315,71507.19573,4,616
1,2641.550845,5434.833535,53631.97898,6,770
0,1364.54037,2462.435483,26618.95924,4,704
3,3654.476671,9956.675314,44842.03451,0,612
1,2863.077796,6827.368854,58909.15948,6,681
1,3413.759675,4891.745807,52541.36332,6,709
3,5573.688747,17887.72617,84892.17652,0,538
1,4654.220549,9089.420992,94217.63266,6,694
0,5350.375252,6426.643712,76728.12902,2,613
4,4662.403061,22906.15294,83373.82423,0,579
2,4219.389747,17204.56977,98565.48823,5,641
1,2459.388917,4091.98265,46626.56126,5,643
0,3437.687755,2512.156417,60458.0378,4,583
2,3468.380778,11629.19132,84621.803,6,462
3,5723.662357,16949.28631,76539.40399,3,528
0,2124.258728,409.5244951,40952.44951,5,684
1,3063.080516,5591.355971,44237.5243,3,641
0,3373.47251,3569.842398,63704.98409,2,628
0,3497.347083,4270.836871,64737.5567,5,624
5,5769.39485,29972.57749,85706.80144,4,631
0,6933.572142,859.5376488,85953.76488,1,675
5,4388.621862,18314.80538,66972.91648,3,658
1,8212.932224,15256.84632,109849.8506,3,637
0,3131.305852,3358.554107,70935.2682,6,629
0,5513.90321,6244.953345,92532.26999,1,715
0,5068.098208,1015.754737,84780.87798,2,555
0,5677.511122,6210.571877,95217.10521,4,568
5,1445.240903,7831.909836,25976.41432,4,597
2,3638.148847,7405.442761,55246.13575,7,756
1,3713.969038,6197.828848,69246.90511,7,631
1,3129.248645,7234.598766,59362.98749,5,708
2,3808.04903,9851.20095,69258.52861,5,539
1,3183.886743,5338.374247,50117.81543,5,662
0,2325.658812,5461.639233,72910.49556,6,721
0,6327.179535,5774.946072,99772.52289,3,653
1,5424.343413,7815.65847,73913.14556,3,619
0,4602.52809,5859.473168,57915.32567,3,745
0,4041.899433,686.596348,68659.6348,7,680
0,4992.982139,4722.321226,61914.15037,4,704
0,2368.416715,858.682577,85868.2577,5,561
3,2894.448203,7792.775335,44487.19954,6,629
1,4145.264509,6499.58475,62726.68853,6,711
0,4783.586402,7233.445265,68679.91686,3,715
5,1684.451834,9542.745367,33411.82485,5,670
1,5558.533489,7689.366303,83311.05106,6,618
1,3942.429678,6343.402287,65036.64653,6,626
0,2673.250981,4636.067034,61274.66638,6,661
3,2938.570083,12908.61332,63850.97705,6,622
1,5620.081255,8593.449804,98881.15154,7,697
2,1346.027623,3846.960546,26667.79109,5,623
1,5680.042105,9376.317135,79805.72202,5,593
0,2705.786617,4168.680212,44755.64365,4,632
0,6075.687827,6912.559009,80002.32187,4,667
0,2679.940351,5646.33324,47962.32577,3,662
2,7016.561008,12077.15767,88660.84524,6,620
2,4292.372116,8431.506699,64883.83257,7,676
2,2931.990745,10628.20351,58259.90384,2,535
0,2222.467816,1466.940613,44429.66999,7,695
0,4406.211597,8097.305336,75412.22847,3,678
1,6682.127736,13253.43135,114855.1635,6,663
2,2751.360527,7792.094814,65036.73383,5,587
1,4642.663438,5625.820268,74823.641,5,641
1,3586.76917,7145.743442,72921.31318,6,648
0,3387.3389,3935.289853,66428.1591,2,702
0,2718.223058,531.9563635,48217.59837,3,610
0,2636.574654,5143.685905,63562.34194,3,681
3,4646.266068,13442.32491,60701.68951,2,636
5,4106.734829,19894.14153,72666.9164,4,556
0,2813.780246,1909.867606,47804.87496,6,702
5,3520.257301,12720.51525,47221.53556,3,652
5,4414.809515,21880.34715,78533.98485,3,645
2,4780.212508,10713.96048,69466.18951,3,628
0,4434.637826,5879.431936,71759.25035,4,673
0,4702.50774,753.649231,75364.9231,5,718
2,4460.931391,10829.92196,73546.08053,4,678
0,2779.438274,562.1500407,56215.00407,7,577
5,3796.343846,17605.19629,57219.5695,2,610
2,4152.718805,14361.89384,82209.465,3,648
0,5787.422117,6380.099091,97439.25827,3,664
1,4074.087343,6280.7637,59854.96324,4,648
0,2282.47149,4480.737982,52614.93463,4,599
1,3409.918782,5024.837221,61587.24598,3,584
3,4317.412776,14210.63003,81283.66714,5,574
0,2676.644971,6294.419209,68708.11551,3,693
4,2940.564615,12566.44318,61022.53393,7,692
0,4874.301255,7989.837259,103230.7182,3,578
0,3677.202798,5205.001845,68567.76148,4,568
1,4534.689439,7141.924085,74001.61461,6,736
1,1212.720065,1970.855313,21997.69895,6,607
0,4246.836448,3497.960124,67972.00956,5,664
1,4600.862593,8041.136316,81832.51534,5,671
1,2569.616547,3936.8695,47816.29547,5,678
1,2704.192583,5611.883226,41885.86815,3,657
1,3722.056489,6122.425382,57143.59553,5,722
1,3855.298781,8472.845122,72030.72158,6,658
0,5458.843604,6475.293708,95978.17894,5,703
5,4429.009343,26716.4405,99683.45517,3,572
5,3756.979039,31083.46644,104146.2206,6,598
5,3275.017159,14488.74583,51889.8261,6,600
0,3583.791862,4378.037682,54275.26495,6,714
0,3230.113087,7993.550083,90217.32704,4,577
1,2845.674586,3916.329676,43372.74125,4,697
1,3662.621066,12238.11433,92450.0248,7,628
4,3124.798694,14791.12847,59611.90764,5,631
0,2782.900652,2897.469251,67528.46644,3,702
4,2528.555039,12604.61592,57347.27007,4,683
4,540.0429607,2940.202631,12615.98817,6,594
0,2891.062456,2881.4433,45193.19451,6,563
5,3138.620095,14357.55856,50149.05008,3,590
0,4294.47539,7237.49265,70514.35871,3,583
1,3397.310362,5831.442723,64402.11158,7,644
1,2649.29928,4072.951756,45698.46848,8,675
3,2810.521296,8093.39532,44147.01793,5,634
5,1930.869783,12045.28775,45800.7167,6,600
1,5580.706727,7688.141057,92864.15071,7,611
0,4208.812928,4477.525874,66526.1558,5,677
0,3307.410225,3180.265146,58814.57969,5,614
2,3968.778489,9360.604758,59476.77818,5,594
4,4731.851285,24001.07214,100800.2383,7,629
3,4088.075195,14197.87238,64427.12584,3,566
0,3980.810542,3552.742635,76263.00571,4,583
1,2495.799572,4835.521332,43542.65819,6,712
2,6523.386336,16292.90362,102224.8839,5,737
1,2313.91068,5858.196071,52610.08266,6,745
1,5604.807422,9228.160188,89526.15221,5,618
1,1299.583321,1873.596853,24251.07044,7,582
5,6025.657473,31340.17747,98194.18386,5,577
0,5405.945246,815.4583601,81545.83601,9,640
1,2167.752325,4913.969275,51726.62423,6,672
3,5242.327728,15030.04658,71046.88958,2,624
0,3460.966851,6584.024084,65899.13175,3,589
3,3269.284385,13631.98253,66576.33129,3,590
5,5883.93212,29414.067,104389.7817,1,525
1,3551.830635,5504.624362,75022.10126,5,672
0,3954.274731,5602.458759,57706.70418,4,735
1,4244.313394,11466.92897,86037.27439,5,713
0,3967.343241,5885.849042,69494.08984,4,692
3,2596.69212,10270.8521,55666.05492,6,568
5,5759.440248,26748.48274,90548.02134,3,571
1,5300.212884,8959.491808,78968.83932,2,585
1,3589.629835,8908.746309,77796.7128,6,621
0,3785.757223,708.1955417,70819.55417,3,729
1,6321.090467,8821.469102,84052.91329,3,626
0,1826.879303,3562.402971,41346.61673,3,632
0,4494.895549,1268.760207,69867.30177,4,550
1,4323.694371,12276.62701,107844.1103,5,650
1,5691.138545,7227.573148,92788.59591,3,551
0,4492.431191,5077.735565,81312.49643,4,586
1,1702.718059,6098.410907,56935.86817,7,546
0,2974.050495,3548.452654,56745.71949,2,720
0,7424.391347,10331.64101,101180.488,3,712
5,4619.879539,20932.81424,72894.45118,2,571
0,4466.216606,6705.298238,76761.51939,5,650
1,2047.814827,4388.332864,41987.88794,4,638
1,3622.305844,7682.844971,78000.77709,7,628
0,3225.212187,4154.715481,62794.86574,7,658
0,2848.174091,2892.169363,57000.34059,4,576
0,3632.647634,3837.40295,88014.66492,5,645
0,3621.772709,5239.90873,80429.86103,4,573
0,3714.799169,5503.969478,84515.29502,6,761
0,3747.517909,3674.059145,60396.52792,5,557
3,2705.252837,8613.71696,54347.28277,4,590
5,3913.553678,22101.84248,75213.03583,4,585
1,3822.395362,6080.882611,60240.08885,5,730
5,1566.135185,11697.45411,47805.08759,7,590
0,4792.970323,1415.498196,71575.44305,4,638
2,3670.92571,9596.22646,75718.62338,8,687
5,5243.569134,23267.4929,90742.53357,3,620
5,8593.899854,35992.98685,114836.8696,2,577
1,1562.989284,4852.408566,34243.70326,5,548
0,4867.783797,3696.359468,75701.77067,5,760
0,4075.593428,3575.488643,94806.3406,5,712
0,3616.54203,5325.083492,55491.91655,3,599
0,8098.949761,4775.739146,98097.10039,4,552
0,3923.414621,5446.371229,68685.11993,3,517
1,3161.120331,5179.966998,59791.86366,6,643
5,4372.512972,39723.54713,105132.6877,3,549
0,2904.436456,3806.284655,45019.50894,4,751
0,5153.060233,5918.264149,90200.38729,4,718
5,3269.945631,14335.21623,51778.82967,4,462
0,4327.743197,5705.699291,74541.91764,3,656
1,2179.662754,6106.680196,60362.07825,8,647
5,4654.485639,22767.66871,80365.37935,6,649
5,3522.888951,14442.74236,56604.01417,3,538
0,4101.088076,6613.088986,75745.98871,4,503
5,3815.655002,22709.77847,67330.17298,5,591
3,3172.858434,10272.48658,55605.73422,7,726
0,5045.424791,4707.911498,75734.45037,5,555
3,2324.227295,10476.64494,62820.37096,6,570
3,4569.949598,19675.64093,88893.9829,2,572
0,4414.107643,8292.948642,78644.36769,5,597
3,3949.712159,13733.41461,77032.15175,6,616
0,6298.593844,4292.981106,85465.72072,2,725
0,2574.015993,2379.476072,57336.00387,6,615
0,3150.269153,4460.528574,62414.91922,6,641
5,2340.06117,13099.50935,46440.39383,2,614
0,6423.425736,4162.937981,112053.8807,5,595
0,3877.815839,7412.771296,80568.18389,4,655
0,5075.640673,1091.017496,109101.7496,6,647
5,7516.613946,34431.28513,110858.505,3,659
3,2592.48188,8000.346125,51425.57726,7,724
1,4866.764362,8280.97727,79471.37201,5,619
0,6418.647773,6256.88366,141110.2435,6,587
0,4613.858646,10634.61795,115604.6518,3,650
0,5539.953278,6018.77226,82383.01556,4,587
0,3909.763754,2379.057214,77424.17282,3,670
3,1306.318403,6357.1898,31636.06715,5,611
1,5423.942645,8524.640887,99150.69003,7,750
2,3120.001817,10725.32154,77703.17517,6,536
0,4997.619558,2040.235976,83312.44002,5,706
0,4618.889086,9789.768951,88270.3809,3,684
5,4480.557577,22035.36728,69155.32428,5,585
0,2935.179565,4459.748961,69672.10849,2,630
5,5716.666522,27814.21041,99917.64426,3,609
0,4172.079679,3331.100295,62236.35765,4,688
3,4155.285846,10165.28221,54265.21873,4,681
0,6398.163493,3833.147407,76069.0429,2,687
1,5318.358155,6846.42862,90137.15643,5,645
4,2666.37757,8814.582436,35441.10056,3,589
0,2153.639574,3748.795628,48562.38006,6,654
0,3956.154042,1110.809204,52877.89654,5,666
0,5829.049492,3313.334134,76363.09128,6,642
0,3372.376095,3405.489888,55026.27562,3,706
0,2428.162774,2499.322947,31283.85663,3,606
1,7112.408788,6149.037379,98891.76339,7,663
0,3627.632765,4044.241976,54392.77104,5,709
0,3531.779467,2574.004065,62303.81679,4,631
0,2996.435715,601.710188,60171.0188,4,709
3,7559.689099,19209.35689,100536.0285,4,609
0,6177.700794,9126.360528,102190.2759,2,668
4,6669.065955,21988.07852,83813.88176,2,500
0,3952.240586,3173.669165,60325.90256,6,577
0,1980.211157,3042.284581,37479.64349,4,659
2,2391.604604,4226.474022,49928.51709,8,655
1,5045.941958,8803.352052,74615.24882,4,632
3,3975.339515,11809.40062,64345.1119,4,568
1,5720.344503,10217.00208,89321.99075,6,715
0,2900.939047,2760.348248,49832.56435,5,739
0,4746.450453,2720.604846,81683.79268,3,562
1,2321.095209,7619.799706,65211.63133,7,726
0,4989.634717,5647.201992,80738.14074,6,727
0,5215.837295,5501.403489,89374.62457,4,674
2,2142.904417,4889.345114,35048.52937,5,554
5,3119.189274,14707.21334,52337.50182,2,532
1,5027.80116,4669.851933,70067.41293,6,743
3,5154.715069,17524.26925,92354.63755,5,631
0,3241.781683,3485.806555,47208.41118,4,590
4,7511.986944,24256.48061,115131.7325,6,629
1,2602.371704,5358.833175,53109.93483,7,637
0,7004.287242,9460.963403,120639.2273,2,594
5,2807.725778,12167.17042,48109.16047,5,611
5,5917.15657,25398.3824,90991.82837,3,680
1,6465.929571,11825.03856,104793.4082,4,726
1,6529.275148,7877.780343,84370.25516,6,647
1,3002.230966,4949.217461,56927.2341,9,603
3,2608.258933,9763.372846,53824.48491,5,687
0,2579.144518,1278.488355,46837.15592,4,647
1,3762.040478,5165.442589,63315.46831,5,662
4,3062.055078,11048.18008,44163.53746,5,685
1,3483.278507,4857.176593,53584.38753,6,683
1,2572.761903,6590.81624,47514.96837,4,719
0,3324.054377,5467.286879,61081.17321,3,677
2,5436.93084,12809.44072,74242.59209,5,664
5,2164.114355,10953.60129,41129.92553,3,642
3,5519.059176,24669.50608,109726.5743,4,583
0,4517.207596,5082.071807,80402.47937,6,664
1,3254.300055,4735.379481,47433.3084,5,713
1,2575.736867,5528.504812,52060.29392,5,660
4,4681.433592,19091.90743,74680.46775,5,563
1,4775.48397,9987.89296,83169.102,4,752
0,2794.252466,1780.010634,41677.30218,3,605
0,4146.38117,4957.164463,62094.62006,4,612
